Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Maruti Alto LX BSIII,2007,135000,1064621.59,70000,Petrol,Individual,Manual,Second Owner
Renault Koleos 2.0 Diesel,2012,750000,2303147.34,80000,Diesel,Individual,Automatic,Second Owner
Maruti Wagon R LXI DUO BSIII,2009,155000,1077322.57,60000,LPG,Individual,Manual,Second Owner
Volkswagen Polo Diesel Highline 1.2L,2012,335000,1062137.73,77000,Diesel,Dealer,Manual,Third Owner
Ford Ikon 1.8 D,2005,114999,984043.24,92645,Diesel,Dealer,Manual,Fourth & Above Owner
Mercedes-Benz New C-Class 200 CDI Classic,2007,699000,3711178.65,101849,Diesel,Dealer,Manual,Second Owner
Mahindra Bolero DI,2004,110000,970273.83,120000,Diesel,Individual,Manual,Fourth & Above Owner
Hyundai i20 Asta 1.2,2012,300000,1586017.11,80000,Petrol,Individual,Manual,First Owner
Mahindra Scorpio S4 4WD,2014,700000,1969704.74,70000,Diesel,Individual,Manual,Second Owner
Maruti Ertiga SHVS LDI Option,2017,700000,1578933.39,120000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI,2013,210000,957102.27,42000,Petrol,Individual,Manual,Third Owner
Maruti Ertiga VDI,2012,600000,2756968.25,120000,Diesel,Individual,Manual,Third Owner
Tata Manza Aura (ABS) Quadrajet BS IV,2012,180000,579012.59,155836,Diesel,Individual,Manual,Second Owner
Maruti Wagon R VXi BSII,2011,220000,1051423.08,59000,Petrol,Individual,Manual,Second Owner
Chevrolet Spark 1.0 LT,2009,70000,371861.5,60000,Petrol,Individual,Manual,First Owner
Hyundai Creta 1.4 CRDi Base,2018,950000,2160735.1,70000,Diesel,Individual,Manual,Second Owner
Ford Fiesta 1.5 TDCi Ambiente,2014,800000,3043194.1,20000,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W8 4WD,2012,700000,2930619.26,120000,Diesel,Individual,Manual,Third Owner
Renault KWID 1.0,2016,265000,613598.42,40000,Petrol,Individual,Manual,First Owner
Volkswagen Polo Diesel Trendline 1.2L,2011,175000,590200.62,90000,Diesel,Individual,Manual,Third Owner
Mahindra Quanto C6,2012,260000,861893.76,89000,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,950000,4024949.03,80000,Diesel,Individual,Manual,Third Owner
Maruti Swift Vdi BSIII,2009,250000,1608714.94,200000,Diesel,Individual,Manual,Fourth & Above Owner
Mahindra Scorpio S10 7 Seater,2015,630000,1575997.77,50000,Diesel,Individual,Manual,First Owner
Tata Nano LX SE,2012,35000,141307.12,35000,Petrol,Individual,Manual,Third Owner
Renault Duster 85PS Diesel RxL,2013,450000,1784007.76,1000,Diesel,Dealer,Manual,Second Owner
Mercedes-Benz C-Class Progressive C 220d,2018,3800000,8051563.03,10000,Diesel,Dealer,Automatic,First Owner
Audi A4 3.0 TDI Quattro,2013,1580000,6678887.67,86000,Diesel,Dealer,Automatic,First Owner
BMW X5 xDrive 30d xLine,2019,4950000,9391839.33,30000,Diesel,Dealer,Automatic,First Owner
Hyundai Creta 1.6 CRDi SX,2016,535000,1523066.63,52600,Diesel,Individual,Manual,First Owner
Maruti SX4 Vxi BSIV,2012,225000,881851.27,110000,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,1307590.37,19890,Petrol,Dealer,Automatic,First Owner
Maruti Swift ZXI BSIV,2016,670000,1786975.4,7104,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Ertiga VXI,2015,625000,2032874.86,11918,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai Grand i10 Magna AT,2017,520000,1087762.25,10510,Petrol,Dealer,Automatic,First Owner
Chevrolet Beat LT Option,2016,239000,684395.37,41000,Petrol,Dealer,Manual,First Owner
Toyota Fortuner 4x2 AT,2017,2600000,6279179.47,47162,Diesel,Trustmark Dealer,Automatic,First Owner
Maruti S-Cross Zeta DDiS 200 SH,2015,750000,2044460.37,45974,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai i10 Magna,2012,229999,751267.62,49824,Petrol,Dealer,Manual,First Owner
Audi A6 2.0 TDI Premium Plus,2013,1300000,5174807.24,58500,Diesel,Dealer,Automatic,First Owner
Hyundai Santro GS,2005,80000,556652.33,56580,Petrol,Dealer,Manual,First Owner
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000,1452068.6,52000,Diesel,Dealer,Manual,First Owner
Hyundai Verna 1.6 VTVT SX,2015,760000,2641229.01,55340,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Swift Dzire VDI,2017,600000,1210207.9,46507,Diesel,Trustmark Dealer,Manual,First Owner
Chevrolet Enjoy TCDi LS 8 Seater,2014,330000,985726.23,200000,Diesel,Individual,Manual,Third Owner
Maruti Alto LXi,2009,150000,894838.26,120000,Petrol,Individual,Manual,First Owner
Tata Indigo LS,2008,105000,804576.52,90000,Diesel,Individual,Manual,First Owner
Tata Indica Vista TDI LX,2013,185000,520387.06,65000,Diesel,Individual,Manual,First Owner
Fiat Grande Punto EVO 1.3 Active,2014,260000,1060114.87,50000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VDi,2012,450000,2087969.77,33000,Diesel,Individual,Manual,First Owner
Maruti Swift VXI Deca,2016,500000,1176976.79,38000,Petrol,Individual,Manual,First Owner
Maruti Alto K10 2010-2014 VXI,2012,260000,1016744.86,40000,Petrol,Individual,Manual,First Owner
Volkswagen Polo Diesel Trendline 1.2L,2012,265000,1097937.79,55000,Diesel,Individual,Manual,Second Owner
Mahindra Thar CRDe,2017,800000,2111275.3,26000,Diesel,Individual,Manual,Second Owner
Tata Safari Storme VX Varicor 400,2016,869999,2579166.79,80000,Diesel,Individual,Manual,First Owner
Maruti Baleno Alpha 1.2,2018,690000,1410277.89,40000,Petrol,Individual,Manual,First Owner
Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,2011,825000,3518715.92,120000,Diesel,Individual,Manual,First Owner
Maruti Alto LX BSIII,2006,160000,1112269.9,63230,Petrol,Individual,Manual,Second Owner
Mahindra Scorpio 2.6 SLX CRDe,2006,300000,2756162.68,120000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R VXI,2005,100000,1080863.46,100000,Petrol,Individual,Manual,Third Owner
Hyundai i20 Asta 1.4 CRDi,2015,530000,1609636.67,77000,Diesel,Individual,Manual,Second Owner
Maruti Swift VXI Optional,2016,360000,880948.2,30000,Petrol,Individual,Manual,First Owner
Maruti Swift 1.2 DLX,2015,220000,560224.25,40000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2017,178000,358992.69,35000,Petrol,Individual,Manual,First Owner
Mahindra Thar DI 4X2,2018,515000,1158432.87,5000,Diesel,Individual,Manual,First Owner
Maruti Ritz VXi,2014,300000,1221687.62,35000,Petrol,Individual,Manual,First Owner
Tata Indigo LS,2008,105000,467624.04,90000,Diesel,Individual,Manual,First Owner
Tata Indica Vista TDI LX,2013,185000,791555.93,65000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Quadrajet LS,2012,150000,649716.41,80000,Diesel,Individual,Manual,Second Owner
Fiat Grande Punto EVO 1.3 Active,2014,260000,875840.67,50000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VDi,2012,450000,1351332.28,33000,Diesel,Individual,Manual,First Owner
Maruti Swift VXI Deca,2016,500000,1271084.59,38000,Petrol,Individual,Manual,First Owner
Maruti Alto K10 2010-2014 VXI,2012,260000,1289546.02,40000,Petrol,Individual,Manual,First Owner
Volkswagen Polo Diesel Trendline 1.2L,2012,265000,933593.3,55000,Diesel,Individual,Manual,Second Owner
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2017,750000,1960878.06,15000,Petrol,Individual,Manual,First Owner
Mahindra Thar CRDe,2017,800000,1669877.4,26000,Diesel,Individual,Manual,Second Owner
Tata Safari Storme VX Varicor 400,2016,869999,2542411.98,80000,Diesel,Individual,Manual,First Owner
Toyota Innova 2.5 G1 BSIV,2012,950000,3663804.85,80000,Diesel,Individual,Manual,First Owner
Maruti Baleno Alpha 1.2,2018,690000,1701694.51,40000,Petrol,Individual,Manual,First Owner
Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,2011,825000,3331746.16,120000,Diesel,Individual,Manual,First Owner
Maruti 800 Std,2013,170000,663744.36,70000,Petrol,Individual,Manual,First Owner
Maruti Alto LX BSIII,2006,160000,902151.85,63230,Petrol,Individual,Manual,Second Owner
Mahindra Scorpio 2.6 SLX CRDe,2006,300000,1885444.67,120000,Diesel,Individual,Manual,Second Owner
Datsun GO Plus A,2015,315000,775240.76,45000,Petrol,Individual,Manual,Second Owner
Maruti 800 Std BSII,2006,90000,527565.65,40000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R VXI,2005,100000,617658.06,100000,Petrol,Individual,Manual,Third Owner
Tata Indica GLS BS IV,2008,65000,501881.14,110000,Petrol,Individual,Manual,Third Owner
Hyundai Verna 1.6 CRDI,2012,312000,1458740.78,90000,Diesel,Individual,Manual,Second Owner
Maruti Vitara Brezza LDi,2018,700000,1675626.61,25000,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing XL eRLX Euro III,2005,150000,1387377.13,47000,Petrol,Individual,Manual,First Owner
Renault Fluence 1.5,2013,450000,1577670.21,60000,Diesel,Individual,Manual,First Owner
Hyundai Verna Transform CRDi VGT ABS,2010,229999,1122206.62,120000,Diesel,Individual,Manual,Second Owner
Maruti Swift Ldi BSIII,2008,111000,510961.99,120000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VDi,2012,250000,1056193.35,140000,Diesel,Individual,Manual,Second Owner
Ford Freestyle Titanium Plus Diesel,2019,750000,1517394.22,1001,Diesel,Dealer,Manual,First Owner
Ford Figo 1.5P Titanium AT,2017,774000,1747980.03,1758,Petrol,Dealer,Automatic,First Owner
Ford Figo 1.5P Titanium AT,2018,711000,1371445.81,1452,Petrol,Dealer,Automatic,First Owner
Ford Figo 1.5D Titanium MT,2017,600000,1456595.71,35122,Diesel,Dealer,Manual,First Owner
Maruti Swift Dzire VDI,2015,455000,1144141.18,92621,Diesel,Dealer,Manual,First Owner
Datsun GO T Petrol,2015,225000,712886.73,92198,Petrol,Dealer,Manual,Second Owner
Maruti Swift Dzire VDI,2019,650000,1279683.6,5000,Diesel,Individual,Manual,First Owner
Chevrolet Beat LT,2013,200000,691305.63,50000,Petrol,Individual,Manual,First Owner
Hyundai Creta 1.6 CRDi AT SX Plus,2016,875000,2621399.22,74000,Diesel,Individual,Automatic,First Owner
Skoda Rapid 1.5 TDI AT Ambition BSIV,2017,750000,1690667.96,40000,Diesel,Individual,Automatic,First Owner
Maruti Swift Dzire AMT VDI,2019,725000,1302011.98,22000,Diesel,Individual,Automatic,First Owner
Maruti Alto LXi,2007,100000,475979.82,100000,Petrol,Individual,Manual,Second Owner
Tata Hexa XT,2019,1100000,1972874.82,40000,Diesel,Individual,Manual,First Owner
Ford Endeavour 3.2 Titanium AT 4X4,2017,2700000,7236280.81,30000,Diesel,Individual,Automatic,First Owner
Renault KWID RXT Optional,2016,280000,704319.24,23000,Petrol,Individual,Manual,First Owner
Tata Indica Vista Aqua TDI BSIII,2009,150000,874360.71,30000,Diesel,Individual,Manual,First Owner
Tata Manza Aura Safire,2010,200000,834259.62,50000,Petrol,Individual,Manual,First Owner
Maruti Ritz VDi,2010,148000,509225.77,100000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VXi,2011,254999,794261.27,70000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire ZXI,2013,360000,1065418.04,60000,Petrol,Individual,Manual,Second Owner
Maruti Alto LX,2006,95000,568224.83,90000,Petrol,Individual,Manual,Second Owner
Mahindra Bolero SLE BSIII,2007,185000,1046821.73,230000,Diesel,Individual,Manual,Second Owner
Tata Indica Vista Quadrajet VX,2012,185000,726388.86,40000,Diesel,Individual,Manual,First Owner
Renault KWID RXL,2019,300000,617571.95,15000,Petrol,Individual,Manual,First Owner
Hyundai Verna VTVT 1.6 SX,2018,800000,1542690.49,40000,Petrol,Individual,Manual,First Owner
Maruti Zen LX,2000,60000,716545.59,50000,Petrol,Individual,Manual,First Owner
Fiat Punto 1.2 Active,2010,80000,428306.45,50000,Petrol,Individual,Manual,Second Owner
Hyundai Xcent 1.2 VTVT S,2018,500000,1024345.84,8000,Petrol,Individual,Manual,First Owner
Hyundai EON Era Plus,2013,250000,744682.53,35000,Petrol,Individual,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x2,2010,250000,1609506.79,80000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI BSIII,2005,125000,1161080.01,50000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi BSII,2002,100000,738914.66,80000,Petrol,Individual,Manual,Fourth & Above Owner
Mahindra Scorpio M2DI,2010,480000,1978696.62,90000,Diesel,Individual,Manual,First Owner
Mahindra KUV 100 G80 K2,2018,320000,620729.29,30000,Petrol,Individual,Manual,Second Owner
Maruti A-Star Vxi,2010,130000,461441.68,70000,Petrol,Individual,Manual,Second Owner
Tata Indica DLS,2006,57000,381472.73,80000,Diesel,Individual,Manual,Second Owner
Hyundai Santro GLS I - Euro I,2005,75000,640203.48,60000,Petrol,Individual,Manual,First Owner
Maruti 800 DX,2003,60000,510768.54,35000,Petrol,Individual,Manual,First Owner
Maruti Alto LXi BSIII,2008,125000,963988.01,70000,Petrol,Individual,Manual,First Owner
Honda City 1.5 EXI S,2004,105000,687665.65,100000,Petrol,Individual,Manual,Third Owner
Maruti Wagon R LXI DUO BSIII,2008,125000,672852.03,152000,LPG,Individual,Manual,Second Owner
Maruti Zen LXI,1998,69000,965531.04,70000,Petrol,Individual,Manual,Second Owner
Tata Indigo LX,2012,130000,539934.94,90000,Diesel,Individual,Manual,Second Owner
Maruti Baleno Zeta 1.2,2019,630000,1090481.55,40000,Petrol,Individual,Manual,First Owner
Honda Amaze E i-VTEC,2016,330000,968655.51,50000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,2014,340000,895501.3,15000,Petrol,Individual,Manual,Second Owner
Hyundai Santro Xing XG eRLX Euro III,2006,60000,542952.43,120000,Petrol,Individual,Manual,Third Owner
Tata Safari Storme EX,2014,550000,1802334.7,78322,Diesel,Individual,Manual,First Owner
Maruti Ertiga VDI,2014,480000,1726005.11,110000,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX CRDi (O),2013,315000,860091.49,80000,Diesel,Individual,Manual,Second Owner
Ford Fiesta Titanium 1.5 TDCi,2012,165000,599604.56,120000,Diesel,Individual,Manual,First Owner
Chevrolet Beat LS,2016,170000,395540.76,125000,Petrol,Individual,Manual,First Owner
Maruti Baleno Delta 1.2,2018,550000,1348213.07,8000,Petrol,Individual,Manual,First Owner
Volkswagen Ameo 1.2 MPI Trendline,2018,465000,1162892.6,13000,Petrol,Individual,Manual,First Owner
Tata Indica Vista Quadrajet LX,2012,120000,361291.25,80000,Diesel,Individual,Manual,Third Owner
Hyundai Verna 1.6 Xi ABS,2008,220000,1279701.29,54309,Petrol,Individual,Manual,First Owner
Ford Figo Diesel LXI,2011,180000,707264.68,70000,Diesel,Individual,Manual,Second Owner
Chevrolet Aveo 1.6 LT,2006,150000,1258504.98,34600,Petrol,Individual,Manual,Third Owner
Tata Zest Revotron 1.2T XMS,2016,520000,1102852.43,25000,Petrol,Individual,Manual,First Owner
Tata Safari Storme EX,2013,430000,1665270.05,80000,Diesel,Individual,Manual,Third Owner
Mahindra Bolero DI DX 8 Seater,2009,300000,1932678.1,55000,Diesel,Individual,Manual,Second Owner
Hyundai Venue SX Opt Diesel,2020,1000000,1730236.18,5000,Diesel,Individual,Manual,First Owner
Honda WR-V i-DTEC VX,2017,725000,1786851.51,30000,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.4 EX,2011,500000,1904526.11,31000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI BS IV,2011,250000,845658.13,50000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2018,700000,1508640.89,38217,Diesel,Individual,Manual,First Owner
Ford Figo Petrol ZXI,2011,185000,807284.67,50000,Petrol,Individual,Manual,Third Owner
Maruti Ritz VDi,2011,200000,781786.8,120000,Diesel,Individual,Manual,First Owner
Mahindra Bolero DI,2004,315000,2588219.38,110000,Diesel,Individual,Manual,Third Owner
Tata Hexa XT,2019,1100000,2249515.5,40000,Diesel,Individual,Manual,First Owner
Hyundai Santro LP zipPlus,2001,52000,740901.67,50000,Petrol,Individual,Manual,Third Owner
Hyundai i20 Active 1.2 S,2017,600000,1299267.56,10000,Petrol,Individual,Manual,First Owner
Tata Harrier XZ BSIV,2019,1700000,2861728.18,10000,Diesel,Individual,Manual,First Owner
Nissan Terrano XL Plus 85 PS,2015,451000,1627916.37,100000,Diesel,Individual,Manual,First Owner
Mahindra KUV 100 mFALCON G80 K8 5str,2016,370000,780686.41,60000,Petrol,Individual,Manual,First Owner
Ford Endeavour 3.2 Titanium AT 4X4,2017,2700000,7147529.23,30000,Diesel,Individual,Automatic,First Owner
Renault KWID RXT Optional,2016,280000,768603.06,23000,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,2017,350000,711356.36,30000,Petrol,Individual,Manual,First Owner
Hyundai i10 Sportz,2011,250000,1277482.73,50000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2014,204999,703127.02,25000,Petrol,Individual,Manual,Second Owner
Maruti Ignis 1.2 Delta BSIV,2019,500000,808423.34,15000,Petrol,Individual,Manual,First Owner
Tata Indica Vista Aqua TDI BSIII,2009,150000,634686.64,30000,Diesel,Individual,Manual,First Owner
Chevrolet Spark 1.0 LS,2010,175000,805754.03,45000,Petrol,Individual,Manual,Second Owner
Chevrolet Spark 1.0 LS,2009,170000,881694.01,44800,Petrol,Individual,Manual,Second Owner
Tata Manza Aura Safire,2010,200000,719483.24,50000,Petrol,Individual,Manual,First Owner
Hyundai Creta 1.4 E Plus,2018,800000,1586740.35,52000,Diesel,Individual,Manual,First Owner
Tata Hexa XTA,2017,1200000,3258034.25,50000,Diesel,Individual,Automatic,First Owner
Toyota Corolla Altis 1.8 J,2008,400000,3148166.01,35000,Petrol,Individual,Manual,Second Owner
Maruti Ritz VDi,2010,148000,574214.17,100000,Diesel,Individual,Manual,Second Owner
Tata Manza Club Class Quadrajet90 LS,2014,200000,549287.45,100000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2016,284000,637078.41,40000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R VXI Minor,2007,80000,412092.23,60000,Petrol,Individual,Manual,Third Owner
Chevrolet Beat PS,2014,170000,645962.48,77000,Petrol,Individual,Manual,First Owner
Hyundai Accent Executive,2011,150000,773123.89,60000,Petrol,Individual,Manual,First Owner
Tata Manza Aura (ABS) Safire BS IV,2010,110000,650322.79,77073,Petrol,Individual,Manual,Second Owner
Ford Figo Aspire 1.5 TDCi Titanium,2016,400000,1154016.23,70000,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna LPG,2013,275000,1233055.46,90000,LPG,Individual,Manual,Second Owner
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,800000,2855854.81,186000,Diesel,Individual,Manual,Third Owner
Mahindra Scorpio M2DI,2014,550000,2064551.19,90000,Diesel,Individual,Manual,First Owner
Maruti Alto LX BSIII,2007,125000,643690.18,100000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat LT,2010,135000,921503.24,80000,Petrol,Individual,Manual,Second Owner
Mahindra Scorpio LX BSIV,2012,349000,1568621.14,150000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2014,458000,1457807.07,80000,Diesel,Individual,Manual,First Owner
Maruti Alto K10 VXI,2018,300000,664226.63,35000,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,2008,95000,748617.99,70000,Petrol,Individual,Manual,First Owner
Maruti S-Cross Zeta DDiS 200 SH,2018,850000,1588865.06,50000,Diesel,Individual,Manual,First Owner
Ford Freestyle Titanium Diesel,2019,750000,1336013.33,25000,Diesel,Individual,Manual,First Owner
Ford Figo Diesel Celebration Edition,2013,190000,512785.27,120000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,2009,150000,975442.41,70000,Petrol,Individual,Manual,First Owner
Hyundai Accent GLE,2009,114999,511602.2,106000,Petrol,Individual,Manual,Third Owner
Toyota Innova 2.0 VX 7 Seater,2010,320000,1613508.99,120000,Petrol,Individual,Manual,Third Owner
Maruti Alto 800 CNG LXI Optional,2019,300000,572774.21,120000,CNG,Individual,Manual,First Owner
Maruti Ritz LXi,2016,275000,715528.07,160000,Petrol,Individual,Manual,First Owner
Chevrolet Aveo 1.6 LT with ABS,2010,140000,538266.28,120000,Petrol,Individual,Manual,Second Owner
Tata Altroz XZ,2020,830000,1407302.09,10000,Petrol,Individual,Manual,First Owner
Volkswagen Polo SR Petrol 1.2L,2013,380000,1389063.36,50000,Petrol,Individual,Manual,First Owner
Hyundai i10 Magna 1.2,2010,150000,569890.35,90000,Petrol,Individual,Manual,Second Owner
Chevrolet Spark 1.0 LS,2008,50000,315010.93,70000,Petrol,Individual,Manual,First Owner
Mahindra Bolero SLX,2008,155000,909003.97,100000,Diesel,Individual,Manual,First Owner
Mahindra Bolero SLX,2008,155000,1088692.85,100000,Diesel,Individual,Manual,First Owner
Skoda Superb 1.8 TFSI MT,2010,300000,1239953.9,80000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2018,300000,716241.36,16584,Petrol,Dealer,Manual,First Owner
Tata Tiago 2019-2020 XE Diesel,2016,385000,990037.92,38000,Diesel,Dealer,Manual,First Owner
Maruti Wagon R LXI,2010,221000,1104901.57,51000,Petrol,Dealer,Manual,First Owner
Tata Tiago 1.05 Revotorq XE,2016,381000,1209516.22,38000,Diesel,Dealer,Manual,First Owner
Maruti Alto 800 LXI,2015,250999,835606.03,35000,Petrol,Dealer,Manual,First Owner
Hyundai Santro LS zipPlus,2002,60000,738426.46,120000,Petrol,Individual,Manual,Third Owner
Tata Tiago 1.05 Revotorq XE,2016,380000,1185108.88,38000,Diesel,Dealer,Manual,First Owner
Skoda Laura L n K 1.9 PD,2008,180000,1125075.87,144000,Diesel,Individual,Manual,Third Owner
Maruti Ciaz ZDi Plus,2017,751000,1804078.71,64000,Diesel,Dealer,Manual,First Owner
Mahindra XUV500 AT W10 FWD,2015,1250000,3411107.72,60000,Diesel,Dealer,Automatic,First Owner
Hyundai EON 1.0 Era Plus,2014,229999,561640.76,65000,Petrol,Dealer,Manual,First Owner
Tata Safari Storme EX,2019,1250000,2329895.5,24000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLX 2WD BSIV,2014,782000,2546842.5,58000,Diesel,Dealer,Manual,Second Owner
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2014,780000,2299641.97,58000,Diesel,Dealer,Manual,Second Owner
Maruti Alto 800 LXI,2016,245000,522086.0,68000,Petrol,Dealer,Manual,First Owner
Hyundai i20 1.4 CRDi Sportz,2011,321000,1679002.51,81257,Diesel,Dealer,Manual,First Owner
Hyundai Grand i10 1.2 CRDi Sportz Option,2017,509999,1254996.1,44000,Diesel,Dealer,Manual,First Owner
Tata Nano CX SE,2015,110000,317702.75,45000,Petrol,Dealer,Manual,First Owner
Volkswagen Polo Diesel Highline 1.2L,2013,400000,1166246.47,75000,Diesel,Dealer,Manual,First Owner
Maruti Swift VXI,2013,370000,1056822.62,90000,Petrol,Individual,Manual,First Owner
Hyundai Verna CRDi ABS,2007,175000,902168.14,80000,Diesel,Individual,Manual,Second Owner
Mercedes-Benz E-Class 230,1998,1000000,13175986.16,35000,Petrol,Individual,Automatic,Second Owner
Maruti Alto 800 LXI,2013,92800,282613.21,25000,Petrol,Individual,Manual,Second Owner
Tata Xenon XT EX 4X2,2014,291000,778053.49,90000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI,2013,92800,410679.79,25000,Petrol,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX CRDi (O),2013,335000,1099822.71,110000,Diesel,Individual,Manual,Third Owner
Maruti Omni 8 Seater BSIV,2013,170000,643396.43,35000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2019,295000,506932.22,10000,Petrol,Individual,Manual,First Owner
Renault KWID RXL,2019,375000,729157.37,10000,Petrol,Individual,Manual,First Owner
Hyundai EON Era Plus,2012,215000,717145.32,70000,Petrol,Individual,Manual,Second Owner
Ford Fiesta 1.4 ZXi TDCi ABS,2009,150000,878295.56,110000,Diesel,Individual,Manual,Second Owner
Maruti Alto LXI,2003,60000,432491.38,5000,Petrol,Individual,Manual,Second Owner
Maruti Alto LX,2006,52000,428772.78,120000,Petrol,Individual,Manual,Third Owner
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2009,80000,493278.99,90000,LPG,Individual,Manual,Second Owner
Maruti Alto LX,2012,140000,688497.02,70000,Petrol,Individual,Manual,Second Owner
Hyundai Verna i (Petrol),2008,120000,792356.07,90000,Petrol,Individual,Manual,Second Owner
Ford Fiesta Classic 1.4 SXI Duratorq,2006,110000,1181932.22,120000,Diesel,Individual,Manual,Third Owner
Tata New Safari Dicor EX 4X2 BS IV,2012,280000,1500661.81,110000,Diesel,Individual,Manual,Fourth & Above Owner
Toyota Etios VD,2016,450000,1092270.26,50000,Diesel,Individual,Manual,Second Owner
Mahindra XUV500 W7,2018,1150000,2740532.66,58000,Diesel,Individual,Manual,First Owner
Maruti Baleno Delta 1.3,2018,650000,1335245.26,15000,Diesel,Individual,Manual,First Owner
Tata Zest Revotron 1.2T XE,2015,300000,747676.94,60000,Petrol,Individual,Manual,Second Owner
Tata Nano Twist XT,2015,73000,180981.94,57000,Petrol,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2015,400000,1082027.08,87000,Diesel,Individual,Manual,Third Owner
Renault KWID 1.0 RXT Optional,2017,300000,813036.8,70000,Petrol,Individual,Manual,First Owner
Maruti Wagon R AX,2012,300000,944718.8,30000,Petrol,Individual,Automatic,Second Owner
Maruti Swift Dzire VDI,2012,450000,2023593.46,80000,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing GLS,2009,200000,741737.08,100000,Petrol,Individual,Manual,Second Owner
Maruti Swift VXI,2019,580000,1277516.32,40000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Asta,2017,550000,1419201.17,3917,Petrol,Individual,Manual,First Owner
Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007,190000,916917.75,160000,Diesel,Individual,Manual,Second Owner
Tata Tiago 1.05 Revotorq XT Option,2017,450000,920449.34,35000,Diesel,Individual,Manual,First Owner
Chevrolet Spark 1.0 LS,2014,220000,786957.33,70000,Petrol,Individual,Manual,First Owner
Maruti SX4 ZXI MT BSIV,2012,310000,1250229.63,69069,Petrol,Dealer,Manual,First Owner
Hyundai Elite i20 Sportz Plus BSIV,2019,650000,1179244.13,13500,Petrol,Individual,Manual,First Owner
Maruti Wagon R Stingray VXI,2014,300000,1227383.85,59059,Petrol,Dealer,Manual,First Owner
Hyundai Accent Executive,2013,200000,583728.55,70000,Petrol,Individual,Manual,First Owner
Honda Brio S MT,2012,285000,1052970.87,39039,Petrol,Dealer,Manual,First Owner
Honda Brio Exclusive Edition,2014,335000,1004768.72,33033,Petrol,Dealer,Manual,First Owner
Hyundai Verna Transform SX VTVT,2011,370000,1336187.12,55168,Petrol,Individual,Manual,Second Owner
Hyundai i20 1.2 Sportz,2013,375000,1029976.95,41041,Petrol,Dealer,Manual,First Owner
Hyundai i10 Magna,2009,235000,1673159.29,67067,Petrol,Dealer,Manual,First Owner
